R998011,R615810
R123306,R790842
R254882,R161889
R942633,R357395
R762256,R332074
R198510,R793484
R756027,R694647
R929719,R544881
R120171,R174288
R430308,R800367
R193180,R385063
R914100,R351107
R411965,R444679
R690631,R666463
R527533,R142928
R986420,R912424
R193981,R539078
R175747,R182504
R771562,R503405
R536234,R587861
R711187,R390305
R503984,R325362
R239363,R777086
R382857,R620448
R195848,R310301
R358223,R104788
R232635,R185249
R142421,R609428
R242981,R999896
R847282,R614828
R971059,R376499
R873870,R968777
R157351,R568822
R298772,R213845
R170352,R350741
R825184,R225084
R309912,R899853
R876659,R279416
R752875,R186559
R361347,R228246
R915609,R305552
R131793,R261021
R764593,R537907
R631885,R655116
R239131,R467952
R451427,R771633
R976562,R412881
R181656,R482136
R934329,R884456
R220769,R876830
R625221,R808457
R525873,R396189
R147991,R356894
R108498,R528821
R570185,R506348
R670030,R898983
R639255,R304435
R858587,R659519
R618106,R129064
R966557,R767348
R839859,R427221
R321154,R140549
R446449,R575954
R348267,R655149
R949223,R777560
R430714,R675286
R300083,R817314
R117382,R259707
R988998,R768988
R499932,R296966
R526190,R100036
R268289,R446015
R649550,R234032
R896038,R414865
R869288,R658039
R687855,R117941
R906801,R715440
R494066,R570043
R626165,R429194
R150302,R373717
R616463,R304166
R370480,R369241
R615403,R241658
R325902,R645555
R817442,R570922
R690947,R378048
R186772,R477761
R969233,R840416
R542716,R981354
R712190,R422612
R418795,R213846
R585243,R328754
R987145,R434313
R740469,R578266
R293739,R767068
R220596,R399551
R899310,R722196
R887565,R799836
R764923,R791250
R683688,R355195
R213239,R328260
R563564,R242898
R909011,R930109
R246609,R782746
R943049,R674502
R825669,R417428
R541547,R704488
R412913,R587281
R591277,R152739
R546353,R687881
R851334,R746810
R566467,R171543
R939376,R157144
R752547,R497292
R647978,R938996
R699608,R270920
R622591,R693711
R279399,R994904
R670054,R873951
R128340,R591765
R236597,R173207
R359501,R182875
R877716,R343200
R534797,R442540
R801595,R879712
R608588,R282345
R697892,R370233
R328914,R192376
R232190,R347084
R653547,R283980
R292961,R151796
R798535,R796715
R850381,R552145
R533969,R675713
R803587,R290460
R373597,R676139
R607971,R765227
R498831,R599568
R269616,R871114
R348987,R937386
R928694,R108097
R116763,R316144
R336615,R516981
R898370,R650050
R469707,R385119
R507765,R110579
R817300,R460308
R814952,R184687
R916170,R248803
R731920,R294488
R317966,R298546
R816221,R206905
R266448,R962381
R991254,R987892
R720442,R656693
R423734,R171129
R528168,R647307
R158689,R516686
R186556,R783850
R653626,R817619
R597303,R244939
R761690,R652402
R110511,R661295
R951639,R930366
R116983,R505956
R588286,R531904
R392944,R138575
R663032,R913763
R313507,R872700
R782666,R777341
R186560,R882812
R717348,R319539
R360723,R161954
R774344,R460787
R499274,R728872
R675996,R322673
R759748,R265840
R565577,R924662
R477897,R783866
R810099,R675512
R166307,R860173
R352387,R722590
R745967,R684619
R763830,R454511
R259657,R245698
R388865,R998338
R460754,R804503
R875222,R832869
R230261,R999929
R766287,R491076
R663668,R783558
R407509,R772268
R385346,R906569
R135194,R486051
R963404,R594647
R516227,R184503
R417085,R192079
R915703,R786682
R286059,R115597
R448530,R659596
R697825,R843682
R278100,R113426
R728066,R337272
R444870,R396385
R434635,R906249
R914196,R309265
R709230,R753928
R721933,R658192
R459271,R802961
R917968,R888377
R927286,R549356
R662764,R504469
R566561,R681748
R102991,R666301
R933798,R711104
R480820,R392215
R550521,R611963
R559930,R259797
R968378,R716980
R538610,R529164
R809340,R809802
R302233,R246605
R120506,R589748
R350050,R243019
R225674,R763727
R312333,R859395
R762811,R892915
R815860,R457532
R173531,R875539
R704264,R213448
R635281,R908378
R811412,R946873
R950749,R704135
R260782,R642362
R779121,R464651
R682279,R689736
R664988,R462700
R365057,R161198
R156387,R117349
R742119,R129257
R964367,R675049
R844684,R783188
R210970,R831354
R358039,R655494
R117598,R168472
R122849,R374808
R448372,R784158
R320004,R759458
R450270,R377988
R900535,R666972
R806799,R397193
R980935,R485950
R726928,R582964
R212354,R598648
R864101,R444389
R404081,R530427
R104900,R617219
R443957,R501663
R909002,R376136
R293826,R861146
R364876,R167358
R862808,R490333
R713009,R155074
R739357,R933255
R737758,R735677
R318892,R184192
R954348,R306128
R319397,R515783
R635106,R762795
R498832,R164191
R225314,R209247
R954865,R443958
R889116,R851159
R989610,R891509
R919105,R394678
R730629,R777068
R955157,R264777
R875908,R661021
R929357,R277078
R456390,R881080
R123849,R343601
R770952,R633354
R833742,R682942
R228242,R188979
R486270,R358894
R785107,R435747
R505509,R337945
R835531,R657592
R963668,R208959
R577208,R107129
R868784,R817904
R754691,R986770
R224828,R883206
R800218,R932164
R110836,R997599
R736933,R459576
R835144,R844165
R895516,R298423
R844812,R257276
R708108,R471256
R164933,R909056
R683713,R950126
R865732,R549485
R845071,R541109
R330217,R137911
R608153,R433281
R945364,R708675
R908391,R310865
R325900,R558915
R447373,R875897
R110487,R783867
R502295,R646784
R481631,R406633
R454995,R419577
R468895,R411258
R910385,R526682
R154934,R652870
R843753,R902451
R276064,R841480
R387857,R890056
R862437,R547508
R259771,R693550
R445768,R878927
R708493,R450162
R968105,R478591
R181299,R582350
R393116,R821917
R987209,R267362
R558554,R968110
R508559,R429109
R209500,R367979
R687094,R883257
R962264,R976897
R971271,R968891
R606983,R549277
R184417,R270245
R995280,R245197
R767193,R155104
R627354,R942759
R347271,R208067
R414962,R620906
R888271,R621768
R878871,R362246
R751582,R220495
R562305,R478617
R468534,R137023
R671926,R329714
R361615,R932446
R621965,R461540
R718302,R517095
R191279,R774882
R564182,R110248
R112007,R574058
R469227,R873131
R950210,R909721
R657036,R554317
R992062,R519453
R532671,R654396
R828958,R669172
R594625,R445868
R822793,R834353
R294171,R409503
R392315,R947699
R186097,R147083
R904541,R127643
R385992,R621124
R662549,R586078
R344333,R540455
R426321,R548481
R414797,R113010
R612254,R478535
R609186,R643310
R885310,R981912
R738019,R972385
R750362,R122302
R207336,R590371
R943782,R244623
R246647,R155100
R901689,R359379
R586640,R893194
R766716,R231951
R270912,R930966
R597486,R940028
R567201,R237055
R729926,R549537
R559195,R575653
R277342,R289677
R429735,R797625
R328385,R990328
R142659,R143838
R766271,R660479
R102536,R958387
R231338,R256466
R223110,R807510
R134212,R641434
R380529,R654858
R732918,R463955
R889370,R438802
R226316,R890188
R318877,R314248
R845259,R769144
R256965,R844311
R595854,R157809
R963691,R887507
R904923,R281529
R602515,R604698
R829884,R962844
R258176,R618136
R326936,R286587
R122572,R123197
R833273,R323870
R647703,R990559
R933260,R549232
R159071,R902622
R205172,R723837
R644921,R767776
R639771,R965872
R326322,R751674
R279299,R814280
R461013,R210511
R821277,R147174
R780012,R940412
R386748,R516732
R612740,R288170
R941501,R641786
R947221,R763980
R298182,R492153
R398308,R120063
R679851,R803251
R354758,R840991
R932427,R129851
R270069,R355335
R700005,R691091
R512628,R654084
R370710,R556206
R263092,R301003
R725494,R674914
R123682,R142494
R534781,R501236
R253988,R224831
R125394,R946713
R152545,R793211
R599712,R432706
R300798,R487024
R456203,R554064
R635616,R993279
R665365,R815780
R771136,R645309
R153211,R959970
R955387,R422069
R743315,R529351
R842098,R174734
R955969,R400019
R564875,R823560
R942726,R275903
R467176,R672455
R758547,R529353
R113620,R866342
R691046,R635163
R425363,R126887
R472756,R698466
R249186,R315248
R587819,R528601
R826684,R331544
R732483,R969352
R714685,R294868
R462887,R352444
R941933,R617393
R888547,R890206
R588732,R400072
R966313,R548119
R794286,R638701
R940146,R223913
R220830,R832543
R125879,R238912
R267007,R914529
R770334,R730757
R204150,R260646
R164290,R520393
R540787,R381336
R851280,R298871
R830515,R297904
R659927,R830710
R702097,R119640
R570564,R127290
R745968,R778004
R975536,R314172
R892577,R419099
R461162,R500466
R642061,R494473
R446621,R242784
R351942,R149688
R258675,R888824
R270486,R243770
R621392,R518232
R768977,R503225
R939747,R887531
R206503,R411465
R328282,R431308
R880910,R272934
R437019,R400331
R740132,R558626
R204117,R666023
R130625,R771091
R916359,R747755
R791154,R809667
R850558,R791311
R308671,R291922
R491750,R653995
R838826,R299021
R438165,R116639
R488937,R779112
R292987,R525060
R639197,R573402
R726318,R725465
R839690,R659672
R560417,R441079
R692795,R196049
R829428,R133806
R156221,R234828
R268023,R591546
R250440,R124843
R549499,R269083
R247138,R296663
R819944,R960475
R335304,R306632
R325498,R973217
R897915,R564307
R594001,R144460
R898956,R341647
R410408,R627808
R243521,R143248
R943880,R297572
R262534,R846130
R868418,R160588
R694330,R852694
R729970,R160454
R376848,R854140
R328908,R470048
R871238,R702772
R951518,R895930
R810227,R382574
R963686,R115807
R723403,R140019
R759537,R802725
R703408,R395114
R819008,R319475
R465080,R942376
R279311,R417911
R117733,R368798
R749205,R604591
R724021,R376511
R259955,R575831
R596352,R156816
R396150,R904351
R458069,R145609
R433751,R756690
R891500,R932605
R844220,R240277
R301055,R628488
R529463,R763480
R823436,R573381
R611805,R754236
R694579,R725868
R688434,R741076
R477262,R169719
R198093,R629399
R756408,R826297
R299743,R584480
R590305,R972902
R283216,R648619
R710784,R296515
R923884,R349702
R406390,R886869
R497834,R427435
R497302,R256397
R796597,R655478
R576775,R170983
R507328,R202608
R999181,R127958
R451439,R427833
R528832,R256261
R789631,R813129
R671194,R217700
R187231,R321682
R656593,R549921
R742868,R737777
R734883,R415123
R631715,R282639
R850088,R566092
R815358,R717818
R590514,R118059
R740722,R377936
R555065,R295229
R835019,R972842
R507928,R361012
R579712,R562023
R191633,R836749
R895581,R612064
R525027,R231164
R168667,R588874
R855091,R270504
R147890,R498159
R226653,R817814
R145190,R138683
R332496,R142864
R504386,R489477
R835619,R752387
R927649,R770866
R202124,R507069
R245265,R809536
R592123,R883988
R387214,R102051
R393328,R892475
R698751,R390974
R572272,R323572
R416212,R472518
R770182,R885037
R141299,R946770
R289700,R354733
R181679,R267894
R617530,R687204
R292346,R811725
R703660,R185310
R764532,R228227
R244265,R195624
R813924,R516777
R152073,R365403
R273891,R483089
R171436,R252960
R373026,R129289
R286551,R482327
R821610,R288195
R445939,R186838
R129231,R133811
R831852,R244846
R396291,R507989
R885681,R108750
R531310,R747569
R898297,R743001
R881488,R620850
R413646,R272750
R315788,R191538
R776918,R675848
R650344,R197143
R202851,R599294
R170678,R213579
R875749,R782150
R881858,R646731
R878409,R207007
R105031,R962970
R948722,R883077
R888361,R328568
R132598,R113666
R360884,R231469
R998691,R653950
R506229,R915112
R295142,R782533
R917206,R521109
R851812,R289017
R600163,R486250
R328731,R657012
R499956,R587929
R198916,R118949
R641764,R375630
R609407,R176899
R375786,R918054
R436469,R738610
R563287,R123556
R291752,R303589
R891218,R275990
R739217,R976217
R306078,R492550
R355585,R695848
R807033,R695968
R540690,R782759
R979040,R634617
R640697,R527524
R310355,R974124
R814779,R389011
R174777,R140699
R516359,R600739
R246836,R941510
R640891,R612385
R863803,R689311
R825746,R966411
R669821,R244589
R313206,R863265
R596697,R306541
R491315,R359139
R147817,R652893
R295730,R840779
R709876,R459824
R431214,R584790
R438556,R465735
R789082,R539168
R665929,R533276
R470086,R873886
R979128,R634482
R169276,R647836
R519652,R810153
R237189,R719663
R106994,R285554
R631625,R527434
R559520,R402318
R994022,R998253
R582282,R802422
R257570,R508236
R268091,R228973
R913451,R177140
R344815,R709104
R107368,R456013
R741179,R130360
R649758,R250923
R547184,R923897
R163458,R144834
R403961,R412318
R711967,R183688
R242246,R686415
R453680,R485181
R325571,R782455
R259673,R905809
R525454,R182252
R927351,R360739
R911560,R264654
R365867,R714888
R317415,R822476
R182113,R798720
R469541,R417941
R670830,R713684
R383199,R533535
R252862,R215065
R342980,R492161
R113219,R487667
R253904,R738007
R873087,R673087
R685771,R288115
R665873,R765039
R984388,R961120
R718904,R392880
R666336,R971712
R501217,R153176
R836623,R225206
R543254,R275834
R301076,R752828
R850358,R976620
R714264,R149038
R464928,R831021
R192087,R486663
R122426,R176741
R736488,R433587
R897497,R913352
R391076,R333548
R562370,R228677
R893384,R105657
R577447,R892864
R238490,R909443
R594339,R326837
R775950,R901986
R996113,R485435
R424619,R604628
R923305,R367169
R950552,R461505
R294157,R626078
R497907,R498750
R421237,R440986
R159208,R194515
R777700,R613536
R326710,R927553
R583567,R527777
R300105,R887017
R140007,R402274
R241369,R999585
R771226,R128171
R292978,R670411
R228563,R762243
R689793,R496266
R404158,R224635
R638666,R138676
R727408,R541072
R996848,R311624
R564335,R521123
R540884,R543520
R765627,R653967
R754686,R943910
R534693,R701024
R525968,R884617
R784848,R972102
R408520,R303318
R949402,R105191
R986850,R338337
R595530,R990521
R343657,R387569
R633465,R647125
R361141,R187384
R452417,R182569
R242124,R333027
R529873,R355253
R187641,R943478
R962519,R570763
R229169,R171461
R853447,R128240
R128844,R732110
R321751,R872654
R127084,R818498
R183600,R373123
R988035,R787307
R665571,R697259
R451982,R527877
R707811,R850619
R853436,R658965
R208560,R438962
R285730,R865106
R671457,R373907
R241407,R690430
R476474,R182995
R373892,R374421
R529157,R112646
R720254,R724620
R838932,R128359
R429075,R756048
R327357,R643508
R918271,R591963
R458248,R799032
R928152,R824100
R592762,R906441
R715293,R706973
R824885,R506160
R993130,R101256
R692561,R214530
R726256,R731209
R503873,R462703
R125355,R291841
R865190,R537265
R247836,R867415
R359327,R826430
R936300,R821525
R895805,R253035
R653664,R981818
R891579,R267516
R832333,R519070
R524935,R530333
R148643,R955339
R378266,R794627
R336734,R780694
R896255,R800647
R885996,R545293
R501871,R423232
R759393,R867329
R401256,R112043
R642954,R475587
R538358,R377952
R794685,R365539
R480310,R867781
R511864,R228070
R978806,R917081
R688351,R764616
R129097,R418547
R100271,R726472
R256215,R116741
R576597,R279610
R479507,R491721
R361960,R906163
R646781,R526705
R751741,R697768
R440377,R560451
R941348,R625748
R715919,R548083
R589762,R510725
R685286,R692932
R753627,R433555
R993559,R278319
R945667,R765925
R775485,R741787
R931437,R380260
R399879,R750382
R330106,R454259
R861332,R250664
R789136,R698980
R917565,R120320
R562144,R495088
R706079,R765090
R133038,R396928
R545089,R774027
R874108,R453140
R152243,R996663
R917073,R615511
R960762,R255090
R367310,R577123
R280443,R924544
R959661,R801593
R704132,R902764
R884801,R215010
R810688,R977575
R387002,R242044
R302663,R595473
R493328,R480189
R354207,R851024
R215746,R419204
R695052,R191505
R864282,R958932
R170668,R120567
R497363,R909070
R590891,R585874
R832839,R690687
R371206,R703811
R397957,R438681
R858815,R685693
R466093,R839945
R395640,R460041
R712152,R502225
R661703,R328881
R304577,R611449
R729115,R526871
R977356,R296584
R663529,R240891
R440366,R718021
R254729,R511756
R759366,R897386
R526200,R910787
R510777,R225421
R740542,R693015
R397560,R387508
R748306,R750902
R665877,R928536
R239136,R286994
R746232,R406675
R164467,R591285
R445271,R119131
R808353,R806531
R953235,R705513
R774135,R610736
R718152,R965931
R437511,R553986
R299873,R508647
R116414,R386163
R347190,R385948
R494335,R963581
R966221,R339159
R958337,R305298
R558052,R166105
R210179,R869932
R240307,R418677
R832990,R573559
R872144,R568772
R363670,R223703
R840225,R111609
R419168,R530690
R773847,R476965
R631187,R183702
R903350,R910484
R497150,R495943
R229579,R261476
R535086,R233461
R300598,R394836
R549493,R192408
R874393,R527916
R849382,R535618
R101916,R529957
R490300,R174132
R604514,R564226
R735899,R846341
R612027,R604433
R608347,R289948
R991706,R376403
R965717,R199123
R688441,R743730
R143789,R585883
R819617,R612270
R393071,R948809
R459535,R593972
R542053,R827463
R320777,R896899
R308218,R152888
R826634,R471366
R793037,R709631
R534920,R879014
R808909,R877183
R357028,R110661
R409137,R689574
R630049,R858910
R962288,R746440
R584760,R238399
R524341,R811446
R110429,R362325
R378633,R333574
R821544,R622205
R385121,R569947
R348495,R349014
R811896,R746179
R206999,R685008
R846746,R851983
R754868,R603756
R458617,R380989
R218115,R383099
R965047,R222786
R759744,R350802
R987910,R591202
R146086,R534261
R560174,R171260
R606599,R345931
R509326,R953187
R253398,R919686
R305057,R894011
R860091,R664739
R282688,R515495
R944011,R671285
R743803,R620484
R752516,R304443
R827519,R162361
R161401,R845978
R248666,R524721
R143785,R311822
R379055,R460831
R475713,R682873
R344496,R595357
R168271,R412149
R809589,R547926
R738067,R653089
R580280,R325373
R801206,R185627
R734095,R499864
R580970,R321992
R522986,R924624
R258014,R458168
R775843,R750769
R401063,R835998
R951162,R611689
R704881,R782031
R707616,R876589
R887502,R247015
R228032,R980429
R315177,R720072
R614477,R290142
R480469,R231617
R469042,R810706
R863725,R515245
R371792,R457008
R543622,R467862
R206808,R621673
R217923,R931771
R798749,R191735
R970028,R730311
R854588,R666417
R651717,R932901
R536977,R323034
R782934,R232861
R928759,R746466
R299320,R546044
R824162,R713967
R112684,R564876
R888507,R824705
R998728,R515468
R504204,R613374
R179759,R458594
R398495,R477324
R807987,R870077
R928328,R467247
R871017,R924393
R577695,R359308
R242346,R460225
R376167,R679543
R116297,R751546
R339381,R797764
R689487,R910945
R197880,R369851
R139310,R809253
R134501,R214537
R217637,R499550
R164023,R472253
R597927,R557121
R721164,R994184
R139293,R681400
R101431,R268644
R162171,R825304
R270238,R815444
R498323,R625850
R775431,R437517
R370419,R510029
R326791,R632709
R755981,R747865
R770083,R869187
R337763,R276428
R564211,R795410
R355900,R406854
R679714,R491756
R320395,R723131
R225930,R998148
R642057,R403710
R878072,R245347
R715627,R587673
R821967,R598739
R422290,R649418
R287595,R641949
R481736,R393453
R316208,R501291
R148717,R949912
R109631,R521389
R966931,R530735
R638030,R825786
R339201,R413106
R407566,R792713
R421645,R588566
R584312,R159941
R356620,R137403
R628529,R269369
R191118,R166825
R608035,R946229
R690056,R888638
R795959,R881041
R458067,R795883
R619096,R521481
R514684,R569754
R243608,R538791
R836913,R228128
R162131,R145406
R137060,R926442
R335063,R664329
R356721,R919128
R526793,R813934
R924272,R241525
R830495,R873245
R863526,R232977
R609233,R850230
R617214,R993342
R535759,R713912
R933287,R924547
R613487,R661820
R668263,R925458
R492389,R841916
R683906,R528236
R658470,R914077
R584602,R942981
R208226,R704040
R408458,R173842
R134083,R565392
R542347,R382169
R630365,R397564
R636794,R445045
R793466,R447478
R631704,R354214
R356223,R747461
R201654,R644923
R902894,R960890
R191293,R214557
R390580,R649779
R877756,R705811
R317846,R148947
R353999,R702751
R427003,R420293
R643592,R687704
R957093,R458534
R182320,R521093
R992886,R494974
R777729,R634427
R136440,R203402
R238321,R501870
R363445,R301380
R937847,R633147
R596648,R177587
R122864,R477828
R148881,R674473
R700931,R400124
R667391,R244196
R140120,R161323
R728337,R107162
R374508,R840977
R334787,R908471
R730865,R300936
R157630,R861486
R535905,R499079
R516316,R621397
R974598,R768790
R135533,R786290
R560122,R316141
R428414,R647751
R119129,R934749
R263496,R417754
R226084,R267180
R675320,R572575
R518215,R576785
R795654,R530841
R766479,R343855
R236820,R869459
R316589,R663163
R587066,R442831
R950907,R331384
R438319,R976943
R246682,R876017
R480982,R296548
R934730,R789795
R439827,R275635
R467954,R406918
R448869,R572382
R172324,R410007
R699742,R867822
R613880,R734833
R647457,R354015
R800591,R119110
R679581,R903274
R214771,R937283
R916056,R344027
R563246,R347421
R361692,R471540
R110919,R335444
R426494,R338247
R115990,R886210
R933517,R706110
R832736,R956504
R418000,R866103
R781189,R329220
R938580,R362226
R762736,R914483
R581690,R226435
R549581,R783142
R963665,R530233
R240032,R589406
R545913,R424319
R439612,R906409
R794688,R725633
R914108,R387393
R490883,R931839
R825016,R600135
R131685,R957419
R142765,R325000
R724557,R993361
R990662,R464615
R108739,R485505
R565424,R631450
R410492,R521551
R877087,R542937
R340125,R130187
R549447,R874334
R350872,R160661
R390896,R267082
R774738,R121585
R272823,R964950
R734659,R181070
R221303,R476992
R583193,R207637
R622164,R343851
R319061,R929475
R323759,R658972
R593562,R508387
R663826,R487319
R810022,R132383
R485410,R457509
R309909,R927833
R732564,R985206
R853258,R801006
R454981,R660521
R559198,R285410
R814594,R687545
R840957,R871928
R290884,R522546
R773286,R673968
